J.ISNER,64.0
JL.STRUFF,63.0
M.BERRETTINI,53.0
S.TSITSIPAS,52.0
N.DJOKOVIC,51.0
A.ZVEREV,47.0
D.MEDVEDEV,40.0
S.JOHNSON,38.0
J.DUCKWORTH,33.0
R.OPELKA,33.0
K.ANDERSON,30.0
R.FEDERER,30.0
R.NADAL,29.0
A.BEDENE,24.0
L.DJERE,24.0
T.MONTEIRO,23.0
A.SEPPI,22.0
H.LAAKSONEN,21.0
M.MCDONALD,21.0
D.KOEPFER,20.0
M.CILIC,20.0
C.GARIN,20.0
JW.TSONGA,19.0
P.KOHLSCHREIBER,19.0
F.DELBONIS,19.0
M.GIRON,19.0
M.CECCHINATO,18.0
J.SINNER,18.0
G.MONFILS,17.0
T.FRITZ,16.0
C.NORRIE,16.0
G.MAGER,16.0
E.COUACAUD,16.0
P.CARRENO BUSTA,16.0
P.CUEVAS,15.0
S.KWON,15.0
L.HARRIS,15.0
C.ALCARAZ,15.0
A.DAVIDOVICH FOKINA,15.0
F.KRAJINOVIC,15.0
R.BERANKIS,14.0
U.HUMBERT,14.0
R.SAFIULLIN,14.0
C.RUUD,14.0
F.TIAFOE,14.0
A.DE MINAUR,13.0
PH.HERBERT,13.0
A.KARATSEV,13.0
A.RUBLEV,13.0
K.MAJCHRZAK,13.0
F.AUGER-ALIASSIME,12.0
T.PAUL,12.0
H.HURKACZ,11.0
L.MUSETTI,10.0
F.LOPEZ,10.0
A.RINDERKNECH,10.0
K.KHACHANOV,10.0
B.VAN DE ZANDSCHULP,10.0
N.GOMBOS,10.0
S.TRAVAGLIA,9.0
F.BAGNIS,9.0
A.CAZAUX,9.0
S.KORDA,9.0
S.QUERREY,9.0
A.POPYRIN,8.0
B.FRATANGELO,8.0
A.MANNARINO,8.0
B.BONZI,8.0
M.FUCSOVICS,8.0
A.BUBLIK,8.0
S.CARUSO,7.0
D.GOFFIN,7.0
F.CORIA,7.0
R.GASQUET,7.0
F.VERDASCO,7.0
M.VILELLA MARTINEZ,7.0
B.PAIRE,7.0
F.FOGNINI,7.0
J.THOMPSON,7.0
L.POUILLE,6.0
M.YMER,6.0
D.SCHWARTZMAN,6.0
D.LAJOVIC,6.0
D.EVANS,6.0
R.BAUTISTA AGUT,6.0
P.ANDUJAR,6.0
G.PELLA,6.0
DE.GALAN,6.0
C.O'CONNELL,6.0
T.SANDGREN,5.0
L.SONEGO,5.0
A.GIANNESSI,5.0
M.KUKUSHKIN,5.0
M.MARTERER,5.0
J.MUNAR,5.0
Y.UCHIYAMA,4.0
Y.NISHIOKA,4.0
T.DANIEL,4.0
P.GOJOWCZYK,4.0
D.THIEM,4.0
D.ISTOMIN,3.0
R.CARBALLES BAENA,3.0
B.ZAPATA MIRALLES,3.0
C.MOUTET,3.0
K.NISHIKORI,3.0
P.MARTINEZ,3.0
F.CERUNDOLO,3.0
H.GASTON,2.0
N.BASILASHVILI,2.0
O.OTTE,2.0
C.TABERNER,2.0
M.KECMANOVIC,2.0
Y.HANFMANN,2.0
G.BARRERE,2.0
J.CHARDY,2.0
E.GERASIMOV,2.0
E.RUUSUVUORI,2.0
JI.LONDERO,2.0
J.SOUSA,1.0
M.BOURGUE,1.0
A.RAMOS-VINOLAS,1.0
YH.LU,1.0
J.BROOKSBY,1.0
J.VESELY,1.0
G.DIMITROV,1.0
A.MARTIN,1.0
G.SIMON,0.0
R.ALBOT,0.0
