N.DJOKOVIC,298.0
S.TSITSIPAS,287.0
A.ZVEREV,216.0
R.NADAL,213.0
M.BERRETTINI,201.0
A.DAVIDOVICH FOKINA,185.0
JL.STRUFF,182.0
C.GARIN,165.0
D.MEDVEDEV,163.0
L.DJERE,153.0
J.ISNER,151.0
R.FEDERER,146.0
K.NISHIKORI,143.0
P.CARRENO BUSTA,143.0
L.MUSETTI,142.0
S.JOHNSON,140.0
M.CECCHINATO,137.0
J.SINNER,136.0
D.SCHWARTZMAN,133.0
C.RUUD,126.0
R.OPELKA,123.0
D.KOEPFER,122.0
F.DELBONIS,117.0
R.BERANKIS,109.0
M.GIRON,108.0
H.LAAKSONEN,105.0
B.VAN DE ZANDSCHULP,105.0
M.MCDONALD,100.0
S.KWON,99.0
C.ALCARAZ,99.0
G.MONFILS,96.0
M.YMER,89.0
A.BEDENE,88.0
J.DUCKWORTH,87.0
M.CILIC,81.0
M.KECMANOVIC,81.0
G.MAGER,80.0
F.FOGNINI,79.0
F.KRAJINOVIC,79.0
K.MAJCHRZAK,78.0
P.ANDUJAR,78.0
T.MONTEIRO,78.0
C.NORRIE,77.0
A.KARATSEV,77.0
P.KOHLSCHREIBER,76.0
R.SAFIULLIN,76.0
E.COUACAUD,76.0
F.BAGNIS,75.0
K.KHACHANOV,74.0
G.PELLA,73.0
L.HARRIS,71.0
P.CUEVAS,69.0
A.SEPPI,69.0
T.PAUL,67.0
D.THIEM,66.0
A.RUBLEV,65.0
B.PAIRE,64.0
T.FRITZ,63.0
JW.TSONGA,61.0
PH.HERBERT,58.0
D.EVANS,55.0
M.FUCSOVICS,55.0
J.THOMPSON,55.0
K.ANDERSON,54.0
P.MARTINEZ,54.0
J.MUNAR,53.0
A.CAZAUX,52.0
Y.NISHIOKA,50.0
R.GASQUET,48.0
N.BASILASHVILI,46.0
F.TIAFOE,46.0
C.MOUTET,45.0
H.HURKACZ,44.0
E.RUUSUVUORI,44.0
A.DE MINAUR,43.0
S.CARUSO,41.0
C.O'CONNELL,41.0
S.TRAVAGLIA,40.0
F.VERDASCO,40.0
R.BAUTISTA AGUT,39.0
B.FRATANGELO,38.0
O.OTTE,38.0
A.GIANNESSI,38.0
D.GOFFIN,37.0
P.GOJOWCZYK,37.0
E.GERASIMOV,37.0
JI.LONDERO,37.0
U.HUMBERT,36.0
F.AUGER-ALIASSIME,36.0
A.MANNARINO,36.0
G.DIMITROV,36.0
M.VILELLA MARTINEZ,35.0
M.MARTERER,35.0
A.POPYRIN,34.0
F.CORIA,32.0
F.LOPEZ,32.0
DE.GALAN,32.0
L.SONEGO,31.0
B.BONZI,31.0
L.POUILLE,29.0
R.CARBALLES BAENA,29.0
S.QUERREY,29.0
F.CERUNDOLO,29.0
A.RAMOS-VINOLAS,28.0
Y.UCHIYAMA,27.0
M.BOURGUE,27.0
H.GASTON,27.0
A.BUBLIK,27.0
C.TABERNER,26.0
T.SANDGREN,25.0
J.CHARDY,25.0
A.RINDERKNECH,23.0
YH.LU,23.0
Y.HANFMANN,23.0
S.KORDA,23.0
M.KUKUSHKIN,22.0
R.ALBOT,22.0
D.LAJOVIC,20.0
B.ZAPATA MIRALLES,20.0
D.ISTOMIN,18.0
N.GOMBOS,18.0
T.DANIEL,16.0
G.SIMON,15.0
J.VESELY,14.0
A.MARTIN,14.0
J.SOUSA,12.0
G.BARRERE,12.0
J.BROOKSBY,9.0
