Aces,Break Points Won,Break Points Saved,Break Points Lost,Break Points Won Raw,Double Faults,First Serve,Name,Net Points Won,Receiving Points Won,Receiving Points Won Pct,Total Points Won,Unforced Errors,Win On 1st Serve,Win On 2nd Serve,Win On 2nd Serve Pct,Winners,Max Speed,1st Serve Average Speed,2nd Serve Average Speed
5,5,5,3,5/16 (31%),3,91/134 (68%),N.DJOKOVIC,19/30 (63%),70/177 (40%),40,164,41,71/91 (78%),23/43 (53%),53,56,198,175,140
14,3,11,5,3/8 (38%),4,109/177 (62%),S.TSITSIPAS,19/31 (61%),40/134 (30%),30,147,44,73/109 (67%),34/68 (50%),50,61,205,186,152
