Aces,Break Points Won,Break Points Saved,Break Points Lost,Break Points Won Raw,Double Faults,First Serve,Name,Net Points Won,Receiving Points Won,Receiving Points Won Pct,Total Points Won,Unforced Errors,Win On 1st Serve,Win On 2nd Serve,Win On 2nd Serve Pct,Winners,Max Speed,1st Serve Average Speed,2nd Serve Average Speed
1,1,11,7,1/5 (20%),4,66/99 (67%),N.DJOKOVIC,18/27 (67%),28/84 (33%),33,77,52,33/66 (50%),16/33 (48%),48,38,195,185,146
4,7,4,1,7/18 (39%),1,55/84 (65%),R.NADAL,9/17 (53%),50/99 (51%),51,106,14,37/55 (67%),19/29 (66%),66,31,195,181,148
